7.900444285373060801e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.810898955081403816e-08,4.278041407639768954e-08,4.245259481144440732e-08,0.000000000000000000e+00,9.064202675957060182e-08,0.000000000000000000e+00,8.072549399473511637e-08,1.321111637761551823e-07,0.000000000000000000e+00,4.204282073025295508e-08,4.720597415326636767e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.794507991833737389e-08,0.000000000000000000e+00
9.787669118834267371e-08,1.414829483819550223e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.543231486503667254e-08,5.112961479988050040e-08,4.725837253646098321e-08,5.215220709587811359e-08,4.623578024046331709e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.802277580205652486e-08,0.000000000000000000e+00,4.923051482159917813e-08,9.678105658548798275e-08,0.000000000000000000e+00,4.484797641018085765e-08,0.000000000000000000e+00
1.057208158038005591e-07,4.941015960288462528e-08,1.052651226322323558e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.943540937738295371e-08,4.856387228425814542e-08,1.128166094753610787e-07,0.000000000000000000e+00,1.100173514214425940e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.709184449503275828e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.495324592988486186e-07,4.856387228425809248e-08,0.000000000000000000e+00
1.259024596649770147e-07,1.820654001975566222e-07,0.000000000000000000e+00,1.187080333984069170e-07,6.150074066584130959e-08,0.000000000000000000e+00,2.404911038301058763e-07,6.382152333247682072e-08,6.382152333247682072e-08,2.354434015301736429e-07,5.523462746592534352e-08,2.989168074626547862e-07,0.000000000000000000e+00,0.000000000000000000e+00,6.614230599911242449e-08,5.535066659925711907e-08,0.000000000000000000e+00,0.000000000000000000e+00,5.581482313258422130e-08,6.672250166577130889e-08
1.970150741723382215e-07,2.052886730877120197e-07,0.000000000000000000e+00,2.606183658342742078e-07,3.169822584452580710e-07,0.000000000000000000e+00,1.964979742401273574e-07,2.544131666477438922e-07,2.657893651563827953e-07,6.101779200088165282e-08,2.709603644784911181e-07,3.309439566149509766e-07,6.515459145856861812e-08,7.239399050952052945e-08,7.342819037394241635e-08,0.000000000000000000e+00,6.722299118741192871e-08,1.334117825104023940e-07,6.670589125520106466e-08,0.000000000000000000e+00
4.060227695284985491e-07,2.207547180523845705e-07,2.258242418489943828e-07,2.931106486040011723e-07,1.479379217010760834e-07,1.539291770970696399e-07,3.834403453435991055e-07,2.262851076486864535e-07,1.520857138983024956e-07,2.244416444499191503e-07,8.065151494606941299e-08,1.511639822989186984e-07,2.249025102496112210e-07,2.336589604437554013e-07,1.479379217010762422e-07,0.000000000000000000e+00,1.516248480986105044e-07,2.313546314452968216e-07,7.466025955007569765e-08,2.156851942557746788e-07
2.628781288506231701e-07,3.290084081396080247e-07,2.620566346979646490e-07,3.540639797956829676e-07,1.601913597683484703e-07,2.710930703772048348e-07,2.657533583849267766e-07,1.684063012949304527e-07,1.696385425239177315e-07,3.565284622536575782e-07,2.476804870264462461e-07,8.009567988417415575e-08,6.658210107294696712e-07,1.618343480736647185e-07,7.722045034987064192e-08,8.543539187645242574e-08,3.273654198342913000e-07,8.379240357113621721e-08,0.000000000000000000e+00,3.483135207270760723e-07
3.924363847462110897e-07,3.913381485948690295e-07,1.867001457281412264e-07,2.848092419146942768e-07,3.821861806670189870e-07,4.733397812284052152e-07,2.903004226714042599e-07,4.433213264250575122e-07,1.976825072415615633e-07,9.518046644964076200e-08,0.000000000000000000e+00,6.970138773850606493e-07,4.934741106696764416e-07,2.837110057633518990e-07,3.569267491861531917e-07,2.840770844804658837e-07,2.639427550391957691e-07,1.867001457281417029e-07,3.108008308297880946e-07,2.881039503687206161e-07
3.125647440561895629e-07,6.329599201137866993e-07,4.460083560801780479e-07,4.195806480754277253e-07,0.000000000000000000e+00,6.613452361188889153e-07,3.174587640570693228e-07,3.360560400604125483e-07,2.192520960394147866e-07,5.347532520961321896e-07,1.911930480343704254e-07,3.292044120591804714e-07,4.365465840784781562e-07,5.331219120958383892e-07,4.238221320761907168e-07,2.208834360397078193e-07,4.998425760898558309e-07,3.233315880581254795e-07,3.236578560581833078e-07,1.034269560185931039e-07
3.754055795256659486e-07,4.966636172190839005e-07,1.300107161935902676e-06,2.564738351213302248e-07,3.567952332130070127e-07,2.457147286593240334e-07,2.346648355361830797e-07,3.341138736444539924e-07,5.056780037142780238e-07,3.707529929475012279e-07,4.888123773684304148e-07,6.054178284836835929e-07,3.544689399239250494e-07,3.713345662697712820e-07,2.422252887257010090e-07,3.643556864025242273e-07,9.651209283080434171e-07,8.380471573919213246e-07,5.955310820050835150e-07,3.579583798575486032e-07
7.570177067226786391e-07,1.310591764086472090e-06,7.787874730235010807e-07,5.110711803002814668e-07,5.302493077557686950e-07,0.000000000000000000e+00,6.515380057174987784e-07,6.585354305999063320e-07,5.235110467578947897e-07,8.109237947056696696e-07,2.537214429584051947e-07,6.352106809918805178e-07,1.254353201142680076e-07,0.000000000000000000e+00,5.325817827165718482e-07,3.988532182972273832e-07,1.202520424235954898e-07,6.385798114908188998e-07,5.165136218754868125e-07,4.973354944200006432e-07
8.523164037653676153e-07,5.682109358435784102e-07,6.074775452311421349e-07,5.243247253515947075e-07,2.633172629519021630e-07,5.682109358435777749e-07,1.194166885492398445e-06,5.635913347391590675e-07,1.138731672239366545e-06,2.933446701306278905e-07,2.633172629519018983e-07,5.659011352913681565e-07,0.000000000000000000e+00,5.682109358435777749e-07,8.592458054219976352e-07,2.610074623996922269e-07,0.000000000000000000e+00,8.569360048697879109e-07,2.887250690262082302e-07,0.000000000000000000e+00
3.149676220859828674e-07,2.293293666691404011e-06,9.716648210757106884e-07,1.336039128979103441e-06,1.599541453338618591e-06,3.211434578131585868e-07,3.108503982678654035e-07,2.861470553591608846e-07,6.566971989897288798e-07,3.046745625406892605e-07,6.134663488994952438e-07,6.505213632625519956e-07,6.237594084447902271e-07,3.520226364490392487e-07,6.402283037172599769e-07,1.665417034428495685e-06,2.964401149044540679e-07,1.292808278888872240e-06,2.902642791772779779e-07,1.280456607434519954e-06
0.000000000000000000e+00,6.953663823815111209e-07,7.173832599239328968e-07,1.476965535137510107e-06,6.898621629959054651e-07,3.320879029315392711e-07,3.486005610883565031e-07,0.000000000000000000e+00,3.265836835459339860e-07,7.173832599239336380e-07,3.614437396547692763e-07,1.130199713844354537e-06,2.054908570626103855e-06,6.751842446342897479e-07,1.731994366670573321e-06,6.990358619719141502e-07,3.944690559684029990e-07,3.706174386307793907e-07,1.003602667975425196e-06,6.953663823815118620e-07
1.252573589798022875e-06,1.687540397743550554e-06,1.265655298307661275e-06,1.134838213211263509e-06,4.349668079455275211e-07,1.749678513164338196e-06,2.066909944523108205e-06,3.760991196521478912e-07,8.633927616362351009e-07,8.454054124354802096e-07,1.241127094852086442e-06,2.017853537611956422e-06,8.127011411613813505e-07,1.254208803361726536e-06,1.649930485778337534e-06,2.462631626939713696e-06,3.695582653973275265e-07,1.666282621415387492e-06,8.666631887636441186e-07,1.260749657616549230e-06
9.239824847924947758e-07,1.364112942848225710e-06,9.385563410195045447e-07,1.872740525170907980e-06,2.766117911886679954e-06,1.399090197793050469e-06,8.860904586022663486e-07,1.372857256584432165e-06,9.910222234367451761e-07,8.904626154703695757e-07,9.356415697741024639e-07,1.340794772885006523e-06,4.955111117183731174e-07,2.257490329563994720e-06,1.458843008323798526e-06,1.346624315375810896e-06,1.334965230394202149e-06,1.801328629658556258e-06,4.138975168471107248e-07,4.721929417551555179e-07
2.086027463348705472e-06,1.437878207924668244e-06,4.569517195554631933e-06,2.562722406716684960e-06,1.553479978932161702e-06,2.292551975598045748e-06,2.052256159458875994e-06,1.276815066296250001e-06,1.269021688475520220e-06,7.832344709833558807e-07,2.409452642908994169e-06,7.390719966658855291e-07,4.714993581541600036e-07,2.249688397584031313e-06,2.156167863735277320e-06,9.507920941290477773e-07,4.391568401981298316e-06,1.582055697608173019e-06,9.637810571635976254e-07,3.488835471080092875e-06
7.652017248841819097e-07,2.432206995433685366e-06,2.591961667194676854e-06,8.994882605673364254e-07,1.716783900156190609e-06,2.435679923080660772e-06,0.000000000000000000e+00,4.221922376176416672e-06,4.114261619120094389e-06,5.222125538506118746e-06,0.000000000000000000e+00,3.344429324039938213e-06,0.000000000000000000e+00,3.354848106980872054e-06,4.350420699114611720e-06,1.573236224081092325e-06,4.213818878333462765e-06,3.324749400707069392e-06,2.469251557001449428e-06,3.545859127564677345e-06
3.783427278651346860e-06,1.768419513391985284e-06,1.951039264774936212e-06,2.864138021689702921e-06,1.692070012813801225e-06,8.759557566334853274e-07,2.730010520673974964e-06,3.552315276901169997e-06,8.914320067506856030e-07,1.804530763665450406e-06,3.937158029815524462e-06,1.896356514360831564e-06,4.662478285308278214e-06,3.999063030284321329e-06,5.619942292559015348e-06,2.927074772166310966e-06,1.909769264462403979e-06,0.000000000000000000e+00,1.831356263868594176e-06,4.802796286370887213e-06
2.179329144847940846e-06,4.698891109777626919e-06,9.563300888784203249e-07,1.949442104252166553e-06,4.000034506366474151e-06,7.549490413165221554e-06,8.303519906319369742e-06,4.689695628153796608e-06,9.563300888784213837e-07,6.354077802067203189e-06,6.114995279847592232e-06,3.227614049964668729e-06,4.202335102090760476e-06,9.563300888784203249e-07,6.694310622148956886e-06,3.108072788854865791e-06,3.365546274322133136e-06,5.167860672593012594e-06,3.034508935864218221e-06,4.478199550805689289e-06
9.564127055010728556e-06,4.327214297382745738e-06,7.392324424695516557e-06,5.826987434543811474e-06,1.024435202978869870e-05,6.154806699497042088e-06,3.122478498679595176e-06,4.687815488831307459e-06,0.000000000000000000e+00,4.687815488831307459e-06,8.097135844344976140e-06,3.106087535431929622e-06,1.499773137161067007e-06,1.458795729041908839e-06,7.875857840501560193e-06,3.032328200817451146e-06,8.039767472978161524e-06,1.524359582032559832e-06,8.211872587078610454e-06,3.073305608936612914e-06
3.622898420105820523e-06,7.216579917468851757e-06,5.251741863016295190e-06,8.918465667236304728e-06,9.239851817406982665e-06,6.778326076327012430e-06,3.644811112162912277e-06,5.251741863016300272e-06,5.405130707415942131e-06,9.079158742321642849e-06,1.036470334300434444e-05,6.982844535526534908e-06,3.411075730220605593e-06,1.606930750853386724e-06,3.615594189420128071e-06,5.259046093701992300e-06,5.186003786845020350e-06,5.434347630158737348e-06,3.374554576792111571e-06,5.105657249302362300e-06
0.000000000000000000e+00,2.597451077938200795e-06,5.364159619601692798e-06,6.874456988227419276e-06,7.987650307343790380e-06,4.459283178916455330e-06,1.738143954409773491e-06,3.697624592152626682e-06,8.143887966167141453e-06,1.314349304851435547e-05,1.227116612008396665e-05,1.855322198527284467e-06,9.510967480871467157e-06,8.684209869597884896e-06,7.779333428912665215e-06,7.427798696560109630e-06,4.342104934798941601e-06,4.329085129897005702e-06,8.964135674989722307e-06,7.922551282834069378e-06
1.098310396985258888e-05,8.639113476550716445e-06,5.668511663257246108e-06,5.181147303263793588e-06,8.186560856556790320e-06,2.639890283297898448e-06,7.855849326561229441e-06,7.867453239894406600e-06,1.940174309307293084e-05,5.297186436595569410e-06,5.384215786594395558e-06,2.761731373296263272e-06,1.081484722652152516e-05,5.598888183258181462e-06,1.082645113985470401e-05,5.140533606597665910e-06,7.937076719893461081e-06,1.918126873974257499e-05,2.825552896628739761e-06,1.025205742986241095e-05
3.914446486836231180e-06,1.582325792565239783e-05,6.510288146534755765e-06,1.050747062252473197e-05,7.932312960114635593e-06,2.880246622414502245e-06,2.415373783356939926e-05,2.875075623092396463e-06,1.697639077448262200e-05,6.691273122808564428e-06,7.746156984518713949e-06,1.043507663201519766e-05,2.139242419556341512e-05,1.054883861710158839e-05,5.600192265843650294e-06,1.608180789175781312e-05,1.514068601513404331e-05,1.808298462941389541e-05,1.246727936560388669e-05,1.687297078804047079e-05
3.691535055531525816e-06,1.998314107463757596e-05,2.482223197140171316e-05,8.553669242280290792e-06,1.179355581411382520e-05,7.733328118828830070e-06,1.228668221978408020e-05,1.156312291426791334e-05,7.843935910754877046e-06,8.761058852141611296e-06,1.626395407112451934e-05,8.314019026440530531e-06,1.622708480714921044e-05,1.565561121553130756e-05,1.309319736924478950e-05,3.954228561355862185e-06,1.666029865885949065e-05,0.000000000000000000e+00,2.106156704591641751e-05,3.633465964770360174e-05
2.727360586825213181e-05,1.606021068446774789e-05,2.661641054612554527e-05,1.610128539210065531e-05,2.205711799887258070e-05,1.030975161586035623e-05,2.156422150727766790e-05,0.000000000000000000e+00,1.154199284484766533e-05,2.764327823694832234e-05,1.675848071422719442e-05,1.659418188369555795e-05,2.119454913858149770e-05,5.586160238075731473e-06,1.067942398455656878e-05,2.735575528351792294e-05,5.339711992278273379e-06,2.222141682940424428e-05,1.063834927692363595e-05,5.462936115177014285e-06
2.643088337563094807e-05,1.372795189177507641e-05,6.809064138320429906e-06,1.530209037536528965e-05,7.431397957414242111e-06,4.133028716217078418e-05,1.226363702331906962e-05,2.837110057633515962e-05,2.646749124734235078e-05,3.561945917519239495e-05,2.189150728341729651e-05,0.000000000000000000e+00,3.371584984619962339e-05,2.419780320123550806e-05,1.881644605965972629e-05,1.812089649714308155e-05,2.050040815838409175e-05,3.777932360616505664e-05,3.631500873770896176e-05,1.230024489503048249e-05
2.636245440473910295e-05,1.455155280261589146e-05,2.522051640453379845e-05,1.696593600304991978e-05,3.458440800621714287e-05,2.182732920392381517e-05,1.823838120327866394e-05,1.631340000293261309e-05,1.432316520257483734e-05,1.889091720339597063e-05,0.000000000000000000e+00,1.647653400296192198e-05,1.605238560288571007e-05,2.238198480402352433e-05,3.595473360646352182e-05,1.575874440283288699e-05,2.124004680381824355e-05,3.533482440635208097e-05,2.564466480461004085e-05,3.301832160593565018e-05
1.820324498706955949e-05,1.811600898872896826e-05,9.217937157988888392e-06,2.073308893894663731e-05,8.985307829080660931e-06,0.000000000000000000e+00,2.009335828444898638e-05,2.974747543414082922e-05,3.219008338767731921e-05,4.312366184636446390e-05,4.001224457221674288e-05,3.314967936942375833e-05,2.381542754698080534e-05,1.831955965152365628e-05,4.638047245107983132e-05,3.890725525990262348e-05,8.898071830740061233e-06,3.166666739763381928e-05,4.329813384304559892e-05,3.242271271658559410e-05
1.427993003780198336e-05,3.848583685324127374e-05,6.251032894950697976e-05,5.157361302218865069e-05,7.971881088253884775e-05,1.109221425803855029e-05,0.000000000000000000e+00,1.085896676195831383e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.703079315685562756e-05,5.165136218754867405e-05,2.283233822741118091e-05,6.276949283404058071e-05,2.503523124594687375e-05,2.288417100431785299e-05,0.000000000000000000e+00,2.475015097295990457e-05,2.775645203354974142e-05,5.724930209347479492e-05
5.005337796638345516e-05,5.148545430875344441e-05,1.815503234036794754e-05,1.395119533534637894e-05,1.593762381024669354e-05,0.000000000000000000e+00,3.580190855924981249e-05,0.000000000000000000e+00,3.108991543274209523e-05,3.263748180272256857e-05,3.390787210643785298e-05,5.116208223144404151e-05,1.406668536295687997e-05,3.042007327260125697e-05,3.596359459790453766e-05,3.464700828314494442e-05,4.725851929820970614e-05,1.586832979368042002e-05,3.441602822792397623e-05,0.000000000000000000e+00
1.803344032335430102e-05,2.367403695417516710e-05,4.014293222664479921e-05,4.467187842657400657e-05,2.079198028149297072e-05,1.815695703789780397e-05,5.972033148179318362e-05,6.834591538074917029e-05,1.959798537423891910e-05,5.634420795093688733e-05,1.996853551786946523e-05,6.517565304079868177e-05,5.813520031181804100e-05,3.927831522484014640e-05,3.796080360304265281e-05,2.048318849513414049e-05,6.593733944715041715e-05,4.366315859113529239e-05,5.675593033274856385e-05,6.958108252618447765e-05
0.000000000000000000e+00,2.531940917378584956e-05,2.311772141954357879e-05,0.000000000000000000e+00,2.201687754242248068e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.770457090754828471e-05,2.238382550146285349e-05,7.485738364423643362e-05,0.000000000000000000e+00,2.256729948098302126e-05,3.064015457987132144e-05,4.440070304388528334e-05,2.550288315330607154e-05,0.000000000000000000e+00,7.082095609479224796e-05,0.000000000000000000e+00,5.742735558981858094e-05,5.889514742598020772e-05
3.532061297602790117e-05,1.200246755759466538e-04,2.976088685943088040e-05,6.426389305360631708e-05,0.000000000000000000e+00,2.927032279031938883e-05,6.230163677716033725e-05,3.401244212506390784e-05,9.288013041844373635e-05,6.328276491538332039e-05,1.061253602844540900e-04,2.779863058298489041e-05,1.694081251998377086e-04,6.540854254819973416e-05,0.000000000000000000e+00,1.960621062882287008e-04,1.286913074635829732e-04,3.319483534321143996e-05,2.927032279031938883e-05,6.295572220264239829e-05
4.168122880925135426e-05,1.203800524351105437e-04,6.937155564057211066e-05,3.701759481660784197e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.716333337887795321e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.299287586968238254e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.357583011876272586e-05,4.182696737152141129e-05,0.000000000000000000e+00,4.211844449606163377e-05,1.135303400084155119e-04
0.000000000000000000e+00,4.403258468712393370e-05,9.832645017154212667e-05,5.533298252718229262e-05,5.974922995892923842e-05,0.000000000000000000e+00,9.170207902392184349e-05,0.000000000000000000e+00,4.507170172988792493e-05,1.396313526214107003e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.740971507610694248e-05,1.615827001497997220e-04,4.611081877265195682e-05,4.533148099057887192e-05,2.084728567045245875e-04,8.858472789562996466e-05,6.013889884996566229e-05,0.000000000000000000e+00
6.042894105741945435e-05,0.000000000000000000e+00,6.378610444949824705e-05,5.498802107715371733e-05,7.327877335123852878e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.728360325646115670e-04,1.332446573890609122e-04,0.000000000000000000e+00,2.383586008375987062e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.285999041030407818e-05,6.841667464546922692e-05,6.980584570426033792e-05,6.343881168480042525e-05,1.187741255266521677e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.542232019251946455e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.851617559459138980e-05,8.254000062506330730e-05,7.944475060162343853e-05,0.000000000000000000e+00,6.984947552895982500e-05,9.234162569928946128e-05,0.000000000000000000e+00,8.893685067350580215e-05,0.000000000000000000e+00,7.944475060162351984e-05,0.000000000000000000e+00,6.943677552583441882e-05,7.407965056099439138e-05,0.000000000000000000e+00,1.699292262868492360e-04
2.124156255104961064e-04,9.177090660583338570e-05,1.020698460245239982e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.004614993995158041e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.839165337499160269e-05,8.846053322125433142e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.057549399473526061e-05,0.000000000000000000e+00,8.956399101611385355e-05,0.000000000000000000e+00
1.122780982464836191e-04,2.696313454240372950e-04,0.000000000000000000e+00,1.319472541436778523e-04,1.188344835455483635e-04,1.344058986308269621e-04,0.000000000000000000e+00,1.368645431179763971e-04,0.000000000000000000e+00,1.491577655537227860e-04,0.000000000000000000e+00,1.491577655537226234e-04,0.000000000000000000e+00,1.458795729041902241e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.368645431179765326e-04,1.253908688446129724e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.694581519081758605e-04,0.000000000000000000e+00,1.679973057710366078e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.537286463699033606e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.563105366739208518e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387803830282478140e-04,1.541192674682116746e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.563105366739208518e-04,1.694581519081762399e-04
0.000000000000000000e+00,1.757673661762701998e-04,1.731634051958808040e-04,0.000000000000000000e+00,2.011559857350647619e-04,2.070148979409402112e-04,0.000000000000000000e+00,2.024579662252593785e-04,0.000000000000000000e+00,1.939950930389945064e-04,3.905941470583778122e-04,1.796733076468537513e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.725124149507834958e-04,0.000000000000000000e+00,3.931981080387678042e-04,0.000000000000000000e+00,1.738143954409784918e-04
0.000000000000000000e+00,2.431019843300693737e-04,0.000000000000000000e+00,4.734396639936434663e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.123516139971489140e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.221760999929896466e-04,2.616682456631531256e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.222149403303495395e-04,2.407812016634341588e-04,0.000000000000000000e+00,2.419415929967519017e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.092257594620961250e-04,0.000000000000000000e+00,6.882600097726579436e-04,0.000000000000000000e+00,2.983666608856680186e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.190506581741028684e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.014377471309555861e-04,0.000000000000000000e+00,3.359711679753394882e-04,3.530232025639369218e-04,0.000000000000000000e+00,3.880490033405155381e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.148107338551443092e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.143498680554533834e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.129357565238735649e-04,0.000000000000000000e+00
4.723591377784650642e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.175413161746666860e-04,0.000000000000000000e+00,4.271769593822635509e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.380786699911217124e-04
5.381357141575803188e-04,6.626024779763404560e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.076906704092404146e-04,0.000000000000000000e+00,5.527788628421403732e-04,6.333161806072204556e-04,6.296553934360797373e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.333161806072211061e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.939743201607132242e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.828589146373000081e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.537802485237692647e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.061371313143828765e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
